,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
3230,293,1,60,17625.52,8.495274,15,4,0,2.19437,124.9781,340.81452060000004,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
4744,1329,3,87,53187.32,12.1183,12,0,1,17.887220000000003,179.9656,1684.8171329999998,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1
1418,743,1,18,1193.19,12.00707872,13,0,0,4.594946825,132.466002,1196.6173939999999,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
8948,18720,1,81,28877.8,8.202221,2,1,1,71.35403000000001,257.6513,7015.439922,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0
4782,9493,2,44,36991.79,6.666430999999999,6,1,0,13.17784,179.9794,1407.6738779999998,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0
5330,2293,3,74,43767.23,11.09561,15,0,0,63.44795,114.9509,5715.521871,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
9210,46418,3,75,32340.98,9.804896000000001,18,0,1,57.31788,134.9509,4796.464221,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
823,4102,3,64,47300.07,12.47369418,16,0,2,1.1283354429999999,212.64145499999998,1094.729266,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
5158,612,0,49,20849.37,10.8566,18,0,0,68.76541,242.6326,6284.835432,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1
5799,768,1,83,3905.36,4.066808,12,0,1,65.87411999999999,147.4421,5557.721713,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
4553,365,4,70,6980.4,9.55673,12,2,1,3.071976,102.4746,398.8495205,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
489,180,1,28,14393.72,12.55052929,16,3,0,1.634394387,242.632554,883.9008134,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1
212,62430,3,81,92447.71,15.12148226,12,0,0,1.416592892,149.974105,757.0097075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
6934,81,0,22,65714.5,8.229441,9,1,0,65.86739,152.4555,6309.069748,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
5514,352,4,28,67999.24,8.564499,10,0,0,67.19559,127.525,5929.012302,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0
346,11472,9,54,24017.57,13.06640293,14,2,1,14.53315436,225.131966,2494.633068,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0
6073,3294,2,68,55409.09,7.695864,7,1,1,40.94814,225.132,4444.680517,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0
5524,17448,4,50,69785.23,14.24574,12,3,2,64.8122,207.6094,5933.623643,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
2056,399,3,23,99291.94,9.056277,13,4,0,16.59389,127.4601,2130.220399,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
6068,307,4,18,10979.96,14.48349,9,1,0,61.51051999999999,172.4579,5685.67988,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
9592,20008,0,86,27069.07,11.806989999999999,11,0,1,62.51438,112.4551,4999.844929,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2289,3011,0,43,41398.21,12.62231,16,1,0,1.7394490000000002,152.4579,949.5030178999999,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
3418,4585,0,71,35979.55,10.983039999999999,7,2,1,5.360993,147.4564,1027.720431,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
6997,2926,0,39,48646.01,2.853094,14,0,0,68.74835,214.9525,6076.9692350000005,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
5312,6435,1,66,16603.16,8.173983,11,2,0,52.61696,142.4713,5031.059535,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
7876,122,0,49,18911.43,13.971720000000001,12,0,1,45.10633,222.6143,4710.915257,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0
1876,303,1,81,9582.53,12.34162424,10,1,0,2.153167182,275.119794,775.7502457,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0
7518,3091,2,25,29155.86,11.16452,10,0,1,52.743019999999994,112.4551,4460.767183,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9050,40131,1,29,36088.07,8.729941,13,0,0,62.71074,95.01949,5476.236191,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0
4985,228,4,42,45217.59,6.072082,16,0,0,19.9897,200.1185,2705.0116199999998,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0
9990,836,1,68,37186.43,13.88825,11,1,0,63.634159999999994,192.4404,5590.205755,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
2614,1116,2,81,61843.65,7.89302,13,1,2,18.25291,182.4762,1863.3485489999998,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1
690,31,4,23,16064.99,10.2900353,9,1,2,23.02862012,114.96578899999999,2253.839865,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
6962,8205,3,48,34918.56,9.781825999999999,9,2,1,43.13392,147.4421,3788.4740469999997,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
7251,17119,0,82,94035.57,12.28782,21,1,0,67.19853,202.65,6427.889022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
200,178,1,48,18198.59,9.42799205,17,3,0,1.474810061,252.63780699999998,815.194738,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0
3536,18427,0,19,28384.6,13.01342,14,0,0,4.733989,184.9785,899.1324427999999,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
862,3738,4,51,67100.14,6.780313334,16,0,0,2.010353461,169.992756,441.5863902,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
1787,13133,1,88,12146.64,8.244134358,13,0,1,5.867164261,124.964303,386.8447822,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2767,4807,1,52,80678.93,4.509935,15,3,0,9.30555,172.4579,1204.289565,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
3193,3403,8,25,9368.25,18.34115,13,0,1,10.96818,157.4836,1461.917374,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
626,4487,2,55,14331.34,10.54615588,10,0,0,3.041138012,275.133571,1045.360604,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0
5286,1349,3,35,24176.28,7.790259,15,2,0,66.47928,149.9483,5831.475339,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
7225,6023,3,83,121964.1,13.99225,10,2,0,69.96882,262.6106,6336.053167,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
8629,29499,1,47,26722.64,14.348360000000001,14,2,0,65.89761,114.9728,5593.200037,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
2315,1274,1,49,6754.78,9.73327,16,0,0,13.152320000000001,134.9509,1201.308416,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
1993,1765,0,36,16584.03,8.366713908,17,0,0,3.99171522,185.007692,854.5261300000001,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0
4033,1066,2,48,39855.47,9.217675,10,2,0,3.983529,169.9447,704.9286557999999,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1369,3776,1,20,40057.18,14.81848646,5,0,0,21.63512984,179.947583,2211.379038,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
7581,72061,8,39,57201.39,1.882426,17,0,0,68.98508000000001,159.9512,6176.7025189999995,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0
6048,6,4,33,25212.48,12.064689999999999,12,0,1,68.50196,140.0013,6515.441261999999,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
6762,12886,2,18,16457.91,9.837532000000001,13,1,0,58.3075,159.9942,5338.721765,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1
9245,3769,0,35,16490.9,11.19187,12,1,0,52.68435,197.4702,5180.245459000001,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1
4625,59,4,29,54929.43,10.962819999999999,14,0,0,17.743029999999997,192.4705,1958.1745629999998,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
185,10482,2,81,90977.74,10.76051016,10,3,0,3.5214999239999996,147.45641899999998,823.4933242999999,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
6933,52322,3,23,18662.94,10.81617,9,0,1,68.56426,172.4885,6463.371502,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
8399,6823,0,65,52905.61,5.818841,14,0,1,62.23314,149.9447,5773.964084,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
7084,25463,1,86,8206.64,9.211292,11,0,0,63.43629,159.9875,5339.932352000001,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0
7968,3521,2,43,20496.34,7.476446000000001,11,1,1,54.23761,139.9678,4865.394915,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
3651,360,7,43,15012.17,9.709019999999999,11,1,0,7.934658,147.4783,1031.328337,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
6406,206,9,65,58813.9,9.441469,10,2,0,51.413129999999995,137.4836,5089.022874,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5047,177,2,29,75927.18,9.454680999999999,15,2,0,67.47739,242.6281,6291.368213000001,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0
7192,148,4,27,76518.34,10.84123,12,0,1,51.95009,207.6094,4955.138722,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0
4888,184,3,43,40398.47,8.644175,11,0,0,6.561310000000001,235.1591,1270.455838,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
6122,3223,1,39,57290.83,12.91232,12,0,0,40.350809999999996,230.1344,4038.9626009999997,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0
9559,2137,0,56,40426.46,8.178866000000001,12,1,1,56.109359999999995,172.4404,5395.692972999999,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
4369,20759,3,70,34260.52,15.8889,11,1,0,16.60351,230.1051,1981.140361,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0
8681,60191,0,64,17702.11,11.26079,12,2,0,57.35881,159.9656,5233.297186,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
3819,154,0,50,20931.13,11.41193,12,1,1,2.110607,104.9629,411.3879952,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2165,3866,3,58,64117.45,10.7445,8,0,0,1.230987,147.4713,394.202773,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
7321,237,4,19,9566.65,14.04224,5,2,0,66.99455999999999,202.65,6740.868766,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1
6341,2158,0,59,97916.45,12.48949,10,1,0,59.05725,242.6106,5888.86414,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0
9976,4001,0,28,58173.04,11.42202,13,1,0,67.57609000000001,265.1283,6303.172568,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
2336,2950,0,82,47185.23,14.561689999999999,12,1,0,18.65137,217.484,1904.8889010000003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1
1061,19001,2,74,60420.05,7.478384977999999,15,2,2,4.056889119,242.61427999999998,913.521381,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0
9635,3269,2,49,54831.62,8.910233999999999,10,1,1,52.67702,222.6326,5441.651124,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
3249,29138,2,70,9437.06,11.11128,10,0,0,11.63547,187.6094,1862.789527,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
3494,4301,3,51,22413.89,12.20707,12,1,0,16.49093,127.4783,2078.823247,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
3772,35489,2,50,9467.94,7.494062,13,2,0,6.864699000000001,162.4653,1422.2449,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
6835,4007,0,64,14219.2,8.234464,11,0,0,64.92993,182.4608,5691.001621,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
6367,883,0,61,13463.55,11.243839999999999,13,0,0,53.4946,175.0062,5083.028968,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3352,16357,2,21,5288.46,9.197331,11,0,1,7.439728999999999,149.9776,1033.91479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
2397,1197,2,79,5523.04,10.227269999999999,13,0,0,4.348554,174.9755,815.5887240000001,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0
6320,35151,0,57,31647.65,7.117716000000001,1,0,1,54.015969999999996,149.9483,4598.720265999999,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
7715,33960,6,41,13317.33,10.45502,10,3,0,62.651790000000005,242.6143,5859.880253,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0
4974,5259,1,67,15629.94,10.25342,9,2,1,11.54316,140.0013,1562.246266,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
3643,21765,3,28,47854.43,11.04991,16,1,1,11.6573,162.4713,1447.576599,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
6128,391,4,30,35026.08,11.09976,17,0,1,58.6209,112.4844,5059.515014,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
5884,16548,2,88,81253.97,8.241715,14,2,0,57.18854,159.983,4801.928653,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0
3943,678,2,74,26826.72,8.73874,8,1,0,13.410570000000002,222.6609,1765.0877469999998,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
8926,7174,3,58,67637.17,6.605824,11,1,0,53.62789,235.1555,5605.985814,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0
5768,3079,0,44,43864.93,8.590621,13,1,3,65.12119,262.6106,6021.415503,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1
8777,412,8,39,18813.32,9.754194,10,1,1,62.52045,222.65,6018.341413,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0
3920,1911,2,41,74249.58,8.414471,10,1,0,3.230823,184.9496,1178.011696,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0
2721,1538,0,82,19437.76,12.94698,16,2,0,11.88503,124.9643,868.8224639,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
9004,432,1,82,16776.51,10.406460000000001,12,0,0,70.86194,187.6422,6236.37892,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0
7424,1032,2,28,25214.35,6.821288000000001,15,0,0,68.86725,137.4392,6014.982252000001,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4108,210,2,80,4289.84,11.76163,11,1,2,10.15472,182.447,1048.8419470000001,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0
6954,73,3,51,68142.47,14.796220000000002,10,2,0,65.22868000000001,117.4686,6094.328303,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
5375,76,7,63,98665.78,10.555489999999999,9,2,0,67.77122,137.4392,5964.347127,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
9312,2967,6,69,63433.58,6.542626,16,3,0,66.48285,144.9607,5719.69414,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
6562,21869,3,45,50766.63,13.21732,15,0,0,66.72045,262.6106,6241.530828,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
7455,286,4,35,8094.06,13.17715,16,1,1,64.91211,102.4746,5662.934771,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
6273,304,1,33,26041.24,9.948212,12,1,0,49.648379999999996,192.4404,4558.993397,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0
630,27419,1,55,49915.86,12.67661786,14,2,1,5.141923371,184.97845800000002,927.5974127000001,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
3299,8171,0,88,57295.46,13.02587,13,2,1,16.41429,140.0342,1452.568552,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0
5859,15535,0,30,20273.75,10.7285,14,1,0,47.78655,172.4441,4317.862166,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
8086,58797,3,75,35671.63,10.93051,15,2,1,65.68687,169.9741,5629.354953,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
5717,2387,2,65,36242.89,11.27386,11,1,0,47.40586,149.989,4281.425931000001,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0
8933,32204,0,53,15397.08,9.942912,11,1,0,55.9975,119.9897,4849.400122999999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0
1184,29287,4,28,78238.99,15.54569939,9,0,0,5.958420708999999,222.61427999999998,1648.155844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1
871,4180,6,66,34901.12,11.31808678,10,2,0,12.84560044,92.488023,1266.982166,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
5930,29737,3,59,57227.25,11.4115,15,0,0,58.25985,127.5112,4979.764199,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
6513,1289,0,85,61647.47,6.9773190000000005,10,0,0,54.262190000000004,104.9923,4578.436559000001,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
1014,27017,0,64,59702.94,6.086629667,13,0,2,11.42508906,222.636202,1422.632058,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
3092,36613,9,74,28507.21,8.654216,10,1,0,6.184122,94.97283,1189.368234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
3362,540,0,62,37935.6,9.643868,15,1,2,7.114816,117.4835,856.3808127999998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0
1816,1081,1,25,12234.89,9.116878941,13,1,1,7.1798935020000005,134.950905,790.6280343999999,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
812,895,1,39,98173.49,6.483393995,15,1,0,5.786960464,207.609354,993.8801153999999,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
7487,1285,2,84,9273.52,8.497383000000001,16,1,1,65.37201,184.9647,5631.487821,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0
4318,764,4,42,15762.73,7.343717999999999,11,0,0,14.40375,235.1417,2394.464952,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
8087,3443,4,50,45042.86,10.6054,10,0,0,60.14219,165.0182,5526.132591,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
8564,487,1,56,35791.81,4.53814,19,2,1,65.44261999999999,172.4441,5663.049118,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
9222,1067,2,47,35476.64,7.915823,10,2,0,68.00556999999999,162.4713,5924.499554999999,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
1229,1548,7,23,9237.79,10.62473397,13,0,1,12.74748675,159.97935800000002,2008.680996,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0
1781,9400,1,21,8979.6,10.89022868,9,1,0,9.46447702,144.960655,968.8971697000001,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
6304,256,1,28,101771.0,10.85535,11,1,0,68.17349,112.4844,5838.7225,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4866,620,0,28,94788.34,14.553170000000001,14,1,0,1.74299,104.9629,453.3963183,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
4886,0,0,35,50391.85,9.518609,14,2,0,6.739064,252.6378,1211.320081,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0
5873,1383,3,83,14078.51,13.124139999999999,15,1,0,71.0114,192.4885,6053.671903,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
3586,29020,0,50,51544.62,8.39742,8,1,0,5.72421,175.0062,1208.719407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1
1099,1103,2,43,37952.49,2.8707980089999996,13,0,0,13.76430574,210.105118,2172.681118,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
6565,9325,2,63,6587.88,8.292211,15,2,0,56.86558,222.6792,5410.603621,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0
3056,815,1,57,65435.46,4.834122,19,1,0,6.515297,137.4698,1109.320307,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0
7799,3463,1,73,72477.17,13.658970000000002,13,0,0,64.54829000000001,152.4579,6075.403261,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
9495,46,3,83,45244.55,10.30218,15,1,1,66.75045,192.4404,5857.937007,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
7655,2613,4,56,5896.69,10.200560000000001,15,1,1,58.40109,255.1198,5925.343914,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0
4941,212,1,40,13312.53,14.13918,10,3,0,18.08315,182.49,1951.6150899999998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7129,852,10,53,71144.84,10.97654,15,1,0,56.20104,172.4624,5241.552098,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
